Rotational Motion Sensor Data File Tue, Sep 25, 2012 10:03 AM
Time (s)	Angle (Degrees)
12.835	2.750
12.838	2.750
12.840	2.750
12.841	2.750
12.842	2.750
12.844	2.750
12.845	2.750
12.847	2.750
12.850	2.750
12.852	2.750
12.854	2.750
12.856	2.750
12.858	2.500
12.860	2.500
12.862	2.500
12.865	2.500
12.866	2.500
12.868	2.500
12.870	2.500
12.873	2.500
12.875	2.500
12.877	2.500
12.878	2.500
12.880	2.500
12.882	2.500
12.884	2.500
12.886	2.500
12.888	2.500
12.890	2.500
12.891	2.500
12.893	2.250
12.896	2.250
12.898	2.250
12.900	2.250
12.902	2.250
12.904	2.250
12.907	2.250
12.908	2.250
12.910	2.250
12.911	2.250
12.914	2.250
12.916	2.250
12.918	2.250
12.920	2.000
12.921	2.000
12.923	2.000
12.925	2.000
12.927	2.000
12.929	2.000
12.931	2.000
12.932	2.000
12.933	2.000
12.935	2.000
12.938	2.000
12.940	2.000
12.942	1.750
12.944	1.750
12.946	1.750
12.948	1.750
12.950	1.750
12.952	1.750
12.954	1.750
12.956	1.750
12.958	1.750
12.960	1.750
12.962	1.500
12.964	1.500
12.965	1.500
12.968	1.500
12.970	1.500
12.971	1.500
12.973	1.500
12.975	1.500
12.976	1.500
12.978	1.500
12.980	1.500
12.982	1.250
12.984	1.250
12.986	1.250
12.988	1.250
12.990	1.250
12.993	1.250
12.995	1.250
12.997	1.250
12.998	1.250
13.000	1.250
13.002	1.000
13.004	1.000
13.006	1.000
13.007	1.000
13.009	1.000
13.010	1.000
13.012	1.000
13.014	1.000
13.016	1.000
13.018	0.750
13.020	0.750
13.022	0.750
13.024	0.750
13.026	0.750
13.029	0.750
13.031	0.750
13.033	0.750
13.034	0.750
13.036	0.500
13.038	0.500
13.041	0.500
13.043	0.500
13.045	0.500
13.047	0.500
13.048	0.500
13.050	0.500
13.052	0.500
13.054	0.250
13.056	0.250
13.057	0.250
13.059	0.250
13.061	0.250
13.064	0.250
13.066	0.250
13.068	0.250
13.069	0.000
13.071	0.000
13.074	0.000
13.076	0.000
13.078	0.000
13.080	0.000
13.082	0.000
13.083	0.000
13.086	0.000
13.088	-0.250
13.090	-0.250
13.091	-0.250
13.093	-0.250
13.094	-0.250
13.096	-0.250
13.099	-0.250
13.101	-0.250
13.103	-0.250
13.105	-0.500
13.106	-0.500
13.109	-0.500
13.111	-0.500
13.113	-0.500
13.115	-0.500
13.117	-0.500
13.119	-0.500
13.122	-0.500
13.123	-0.750
13.125	-0.750
13.127	-0.750
13.130	-0.750
13.132	-0.750
13.133	-0.750
13.135	-0.750
13.137	-0.750
13.138	-0.750
13.139	-1.000
13.141	-1.000
13.143	-1.000
13.146	-1.000
13.148	-1.000
13.149	-1.000
13.151	-1.000
13.154	-1.000
13.156	-1.000
13.158	-1.250
13.160	-1.250
13.162	-1.250
13.164	-1.250
13.166	-1.250
13.168	-1.250
13.170	-1.250
13.172	-1.250
13.174	-1.250
13.176	-1.250
13.178	-1.500
13.180	-1.500
13.182	-1.500
13.183	-1.500
13.184	-1.500
13.186	-1.500
13.188	-1.500
13.191	-1.500
13.192	-1.500
13.194	-1.500
13.195	-1.500
13.197	-1.500
13.200	-1.750
13.202	-1.750
13.204	-1.750
13.205	-1.750
13.207	-1.750
13.209	-1.750
13.211	-1.750
13.213	-1.750
13.215	-1.750
13.216	-1.750
13.217	-1.750
13.219	-1.750
13.221	-1.750
13.224	-2.000
13.226	-2.000
13.228	-2.000
13.229	-2.000
13.231	-2.000
13.233	-2.000
13.236	-2.000
13.238	-2.000
13.240	-2.000
13.241	-2.000
13.243	-2.000
13.245	-2.000
13.247	-2.000
13.250	-2.250
13.251	-2.250
13.253	-2.250
13.255	-2.250
13.257	-2.250
13.258	-2.250
13.261	-2.250
13.262	-2.250
13.264	-2.250
13.266	-2.250
13.268	-2.250
13.270	-2.250
13.272	-2.250
13.274	-2.250
13.276	-2.250
13.278	-2.250
13.280	-2.250
13.282	-2.250
13.284	-2.500
13.286	-2.500
13.288	-2.500
13.290	-2.500
13.292	-2.500
13.294	-2.500
13.296	-2.500
13.298	-2.500
13.299	-2.500
13.302	-2.500
13.304	-2.500
13.306	-2.500
13.307	-2.500
13.309	-2.500
13.311	-2.500
13.313	-2.500
13.315	-2.500
13.317	-2.500
13.319	-2.500
13.321	-2.500
13.323	-2.500
13.325	-2.500
13.327	-2.500
13.329	-2.500
13.331	-2.500
13.334	-2.500
13.336	-2.500
13.337	-2.500
13.339	-2.500
13.340	-2.500
13.341	-2.500
13.343	-2.500
13.345	-2.500
13.347	-2.500
13.349	-2.500
13.350	-2.500
13.352	-2.500
13.354	-2.500
13.356	-2.500
13.358	-2.500
13.360	-2.500
13.362	-2.500
13.364	-2.500
13.366	-2.500
13.368	-2.500
13.370	-2.500
13.372	-2.500
13.374	-2.500
13.376	-2.500
13.379	-2.500
13.381	-2.500
13.382	-2.500
13.384	-2.500
13.386	-2.500
13.388	-2.500
13.391	-2.500
13.393	-2.500
13.395	-2.500
13.397	-2.500
13.399	-2.500
13.400	-2.500
13.403	-2.500
13.405	-2.500
13.407	-2.500
13.409	-2.500
13.411	-2.500
13.413	-2.500
13.415	-2.500
13.417	-2.500
13.419	-2.500
13.421	-2.500
13.423	-2.500
13.425	-2.500
13.427	-2.500
13.429	-2.500
13.430	-2.500
13.432	-2.500
13.433	-2.500
13.435	-2.500
13.437	-2.500
13.439	-2.500
13.441	-2.500
13.443	-2.500
13.445	-2.500
13.447	-2.500
13.450	-2.500
13.452	-2.250
13.453	-2.250
13.455	-2.250
13.457	-2.250
13.459	-2.250
13.462	-2.250
13.464	-2.250
13.465	-2.250
13.467	-2.250
13.469	-2.250
13.471	-2.250
13.473	-2.250
13.474	-2.250
13.476	-2.250
13.479	-2.250
13.481	-2.250
13.483	-2.250
13.485	-2.000
13.486	-2.000
13.488	-2.000
13.490	-2.000
13.493	-2.000
13.495	-2.000
13.497	-2.000
13.498	-2.000
13.500	-2.000
13.502	-2.000
13.504	-2.000
13.506	-2.000
13.507	-2.000
13.509	-2.000
13.510	-1.750
13.512	-1.750
13.514	-1.750
13.517	-1.750
13.519	-1.750
13.521	-1.750
13.523	-1.750
13.524	-1.750
13.527	-1.750
13.529	-1.750
13.531	-1.750
13.533	-1.500
13.535	-1.500
13.536	-1.500
13.538	-1.500
13.541	-1.500
13.543	-1.500
13.545	-1.500
13.547	-1.500
13.548	-1.500
13.550	-1.500
13.552	-1.500
13.554	-1.250
13.556	-1.250
13.558	-1.250
13.559	-1.250
13.562	-1.250
13.564	-1.250
13.566	-1.250
13.568	-1.250
13.570	-1.250
13.571	-1.250
13.574	-1.000
13.576	-1.000
13.578	-1.000
13.580	-1.000
13.582	-1.000
13.584	-1.000
13.586	-1.000
13.589	-1.000
13.590	-1.000
13.591	-0.750
13.593	-0.750
13.595	-0.750
13.597	-0.750
13.599	-0.750
13.601	-0.750
13.603	-0.750
13.605	-0.750
13.607	-0.750
13.610	-0.750
13.611	-0.500
13.613	-0.500
13.615	-0.500
13.616	-0.500
13.618	-0.500
13.621	-0.500
13.622	-0.500
13.625	-0.500
13.626	-0.500
13.628	-0.500
13.629	-0.250
13.632	-0.250
13.633	-0.250
13.635	-0.250
13.637	-0.250
13.639	-0.250
13.640	-0.250
13.643	-0.250
13.645	0.000
13.647	0.000
13.649	0.000
13.650	0.000
13.652	0.000
13.654	0.000
13.657	0.000
13.659	0.000
13.661	0.000
13.663	0.250
13.664	0.250
13.667	0.250
13.669	0.250
13.671	0.250
13.673	0.250
13.673	0.250
13.675	0.250
13.676	0.250
13.678	0.250
13.680	0.500
13.682	0.500
13.684	0.500
13.686	0.500
13.688	0.500
13.690	0.500
13.693	0.500
13.695	0.500
13.697	0.500
13.698	0.750
13.700	0.750
13.701	0.750
13.704	0.750
13.706	0.750
13.708	0.750
13.710	0.750
13.712	0.750
13.714	0.750
13.716	1.000
13.718	1.000
13.719	1.000
13.721	1.000
13.722	1.000
13.725	1.000
13.727	1.000
13.729	1.000
13.731	1.000
13.733	1.250
13.735	1.250
13.737	1.250
13.739	1.250
13.741	1.250
13.743	1.250
13.745	1.250
13.747	1.250
13.749	1.250
13.751	1.250
13.753	1.500
13.755	1.500
13.757	1.500
13.759	1.500
13.761	1.500
13.763	1.500
13.764	1.500
13.766	1.500
13.768	1.500
13.771	1.500
13.773	1.750
13.775	1.750
13.776	1.750
13.778	1.750
13.780	1.750
13.783	1.750
13.785	1.750
13.787	1.750
13.788	1.750
13.790	1.750
13.792	1.750
13.795	2.000
13.797	2.000
13.798	2.000
13.800	2.000
13.801	2.000
13.802	2.000
13.804	2.000
13.807	2.000
13.809	2.000
13.812	2.000
13.813	2.000
13.815	2.000
13.817	2.000
13.819	2.250
13.821	2.250
13.823	2.250
13.825	2.250
13.827	2.250
13.829	2.250
13.831	2.250
13.834	2.250
13.835	2.250
13.837	2.250
13.840	2.250
13.841	2.250
13.842	2.250
13.844	2.250
13.846	2.500
13.847	2.500
13.849	2.500
13.851	2.500
13.853	2.500
13.855	2.500
13.857	2.500
13.859	2.500
13.862	2.500
13.864	2.500
13.866	2.500
13.867	2.500
13.869	2.500
13.871	2.500
13.874	2.500
13.876	2.500
13.878	2.500
13.879	2.500
13.881	2.500
13.882	2.750
13.882	2.750
13.884	2.750
13.885	2.750
13.887	2.750
13.889	2.750
13.891	2.750
13.893	2.750
13.895	2.750
13.897	2.750
13.899	2.750
13.900	2.750
13.903	2.750
13.905	2.750
13.907	2.750
13.908	2.750
13.910	2.750
13.913	2.750
13.915	2.750
13.917	2.750
13.919	2.750
13.921	2.750
13.922	2.750
13.924	2.750
13.926	2.750
13.928	2.750
13.930	2.750
13.932	2.750
13.933	2.750
13.936	2.750
13.938	2.750
13.940	2.750
13.942	2.750
13.944	2.750
13.946	2.750
13.949	2.750
13.951	2.750
13.953	2.750
13.955	2.750
13.956	2.750
13.958	2.750
13.961	2.750
13.963	2.750
13.965	2.750
13.966	2.750
13.967	2.750
13.969	2.750
13.971	2.750
13.973	2.750
13.975	2.750
13.978	2.750
13.979	2.750
13.981	2.750
13.983	2.750
13.985	2.750
13.988	2.750
13.989	2.750
13.991	2.750
13.994	2.750
13.996	2.750
13.998	2.750
14.000	2.750
14.001	2.750
14.003	2.750
14.005	2.750
14.007	2.750
14.009	2.750
14.011	2.750
14.012	2.750
14.014	2.750
14.015	2.750
14.017	2.750
14.020	2.750
14.022	2.750
14.024	2.750
14.026	2.750
14.028	2.750
14.030	2.750
14.033	2.750
14.035	2.500
14.036	2.500
14.038	2.500
14.040	2.500
14.042	2.500
14.044	2.500
14.046	2.500
14.048	2.500
14.048	2.500
14.051	2.500
14.053	2.500
14.055	2.500
14.057	2.500
14.059	2.500
14.060	2.500
14.063	2.500
14.065	2.500
14.067	2.500
14.069	2.500
14.071	2.250
14.072	2.250
14.075	2.250
14.077	2.250
14.079	2.250
14.081	2.250
14.083	2.250
14.085	2.250
14.088	2.250
14.090	2.250
14.091	2.250
14.092	2.250
14.094	2.250
14.095	2.250
14.097	2.000
14.100	2.000
14.102	2.000
14.103	2.000
14.105	2.000
14.107	2.000
14.109	2.000
14.111	2.000
14.113	2.000
14.115	2.000
14.117	2.000
14.119	2.000
14.121	1.750
14.123	1.750
14.125	1.750
14.127	1.750
14.129	1.750
14.131	1.750
14.133	1.750
14.135	1.750
14.137	1.750
14.139	1.750
14.140	1.750
14.142	1.500
14.144	1.500
14.147	1.500
14.149	1.500
14.151	1.500
14.153	1.500
14.155	1.500
14.157	1.500
14.159	1.500
14.161	1.500
14.163	1.250
14.165	1.250
14.168	1.250
14.170	1.250
14.172	1.250
14.173	1.250
14.175	1.250
14.176	1.250
14.179	1.250
14.181	1.000
14.183	1.000
14.185	1.000
14.187	1.000
14.189	1.000
14.191	1.000
14.193	1.000
14.195	1.000
14.197	1.000
14.199	0.750
14.201	0.750
14.204	0.750
14.206	0.750
14.208	0.750
14.210	0.750
14.212	0.750
14.214	0.750
14.215	0.750
14.217	0.500
14.219	0.500
14.220	0.500
14.222	0.500
14.224	0.500
14.227	0.500
14.229	0.500
14.231	0.500
14.233	0.500
14.235	0.250
14.237	0.250
14.239	0.250
14.241	0.250
14.243	0.250
14.245	0.250
14.248	0.250
14.250	0.250
14.252	0.000
14.254	0.000
14.256	0.000
14.257	0.000
14.258	0.000
14.261	0.000
14.263	0.000
14.265	0.000
14.267	0.000
14.268	-0.250
14.271	-0.250
14.273	-0.250
14.275	-0.250
14.277	-0.250
14.279	-0.250
14.280	-0.250
14.283	-0.250
14.285	-0.250
14.287	-0.500
14.289	-0.500
14.291	-0.500
14.293	-0.500
14.296	-0.500
14.298	-0.500
14.299	-0.500
14.300	-0.500
14.302	-0.500
14.303	-0.750
14.306	-0.750
14.308	-0.750
14.310	-0.750
14.312	-0.750
14.314	-0.750
14.317	-0.750
14.319	-0.750
14.321	-0.750
14.323	-1.000
14.325	-1.000
14.327	-1.000
14.329	-1.000
14.331	-1.000
14.333	-1.000
14.337	-1.000
14.339	-1.000
14.341	-1.250
14.343	-1.250
14.345	-1.250
14.347	-1.250
14.349	-1.250
14.350	-1.250
14.352	-1.250
14.354	-1.250
14.357	-1.250
14.358	-1.250
14.360	-1.500
14.362	-1.500
14.364	-1.500
14.367	-1.500
14.369	-1.500
14.371	-1.500
14.373	-1.500
14.374	-1.500
14.377	-1.500
14.379	-1.500
14.381	-1.500
14.382	-1.750
14.384	-1.750
14.385	-1.750
14.388	-1.750
14.390	-1.750
14.392	-1.750
14.394	-1.750
14.396	-1.750
14.397	-1.750
14.400	-1.750
14.402	-1.750
14.404	-1.750
14.406	-2.000
14.408	-2.000
14.410	-2.000
14.419	-2.000
14.421	-2.000
14.423	-2.000
14.425	-2.000
14.427	-2.000
14.429	-2.000
14.430	-2.000
14.431	-2.000
14.433	-2.000
14.435	-2.250
14.437	-2.250
14.439	-2.250
14.441	-2.250
14.442	-2.250
14.444	-2.250
14.447	-2.250
14.449	-2.250
14.450	-2.250
14.452	-2.250
14.454	-2.250
14.457	-2.250
14.459	-2.250
14.461	-2.250
14.463	-2.250
14.465	-2.250
14.465	-2.250
14.467	-2.250
14.470	-2.500
14.472	-2.500
14.474	-2.500
14.476	-2.500
14.478	-2.500
14.480	-2.500
14.482	-2.500
14.484	-2.500
14.486	-2.500
14.488	-2.500
14.491	-2.500
14.493	-2.500
14.495	-2.500
14.497	-2.500
14.499	-2.500
14.500	-2.500
14.502	-2.500
14.505	-2.500
14.507	-2.500
14.508	-2.500
14.510	-2.500
14.512	-2.500
14.513	-2.500
14.515	-2.500
14.518	-2.500
14.520	-2.500
14.522	-2.500
14.524	-2.500
14.526	-2.500
14.528	-2.500
14.530	-2.500
14.532	-2.500
14.534	-2.500
14.536	-2.500
14.538	-2.500
14.541	-2.500
14.543	-2.500
14.545	-2.500
14.546	-2.500
14.548	-2.500
14.550	-2.500
14.552	-2.500
14.554	-2.500
14.556	-2.500
14.558	-2.500
14.559	-2.500
14.562	-2.500
14.564	-2.500
14.566	-2.500
14.568	-2.500
14.570	-2.500
14.572	-2.500
14.574	-2.500
14.576	-2.500
14.578	-2.500
14.580	-2.500
14.582	-2.500
14.585	-2.500
14.587	-2.500
14.589	-2.500
14.590	-2.500
14.591	-2.500
14.592	-2.500
14.593	-2.500
14.595	-2.500
14.597	-2.500
14.600	-2.500
14.602	-2.500
14.604	-2.500
14.606	-2.500
14.608	-2.500
14.610	-2.500
14.612	-2.500
14.614	-2.500
14.616	-2.500
14.618	-2.500
14.620	-2.500
14.623	-2.500
14.625	-2.500
14.627	-2.500
14.628	-2.250
14.630	-2.250
14.632	-2.250
14.633	-2.250
14.635	-2.250
14.638	-2.250
14.639	-2.250
14.641	-2.250
14.642	-2.250
14.645	-2.250
14.647	-2.250
14.649	-2.250
14.651	-2.250
14.653	-2.250
14.655	-2.250
14.657	-2.250
14.659	-2.250
14.662	-2.250
14.663	-2.000
14.665	-2.000
14.667	-2.000
14.669	-2.000
14.671	-2.000
14.673	-2.000
14.674	-2.000
14.675	-2.000
14.677	-2.000
14.679	-2.000
14.681	-2.000
14.683	-2.000
14.685	-2.000
14.687	-2.000
14.689	-1.750
14.691	-1.750
14.694	-1.750
14.696	-1.750
14.697	-1.750
14.699	-1.750
14.701	-1.750
14.704	-1.750
14.706	-1.750
14.708	-1.750
14.710	-1.750
14.711	-1.750
14.714	-1.500
14.715	-1.500
14.717	-1.500
14.719	-1.500
14.721	-1.500
14.722	-1.500
14.724	-1.500
14.727	-1.500
14.729	-1.500
14.731	-1.500
14.733	-1.500
14.735	-1.250
14.736	-1.250
14.739	-1.250
14.741	-1.250
14.743	-1.250
14.746	-1.250
14.747	-1.250
14.750	-1.250
14.752	-1.250
14.754	-1.000
14.756	-1.000
14.757	-1.000
14.759	-1.000
14.760	-1.000
14.763	-1.000
14.765	-1.000
14.767	-1.000
14.769	-1.000
14.771	-1.000
14.773	-0.750
14.775	-0.750
14.777	-0.750
14.779	-0.750
14.781	-0.750
14.783	-0.750
14.785	-0.750
14.788	-0.750
14.790	-0.750
14.792	-0.500
14.793	-0.500
14.794	-0.500
14.796	-0.500
14.798	-0.500
14.800	-0.500
14.801	-0.500
14.803	-0.500
14.805	-0.500
14.807	-0.500
14.809	-0.250
14.811	-0.250
14.813	-0.250
14.816	-0.250
14.819	-0.250
14.821	-0.250
14.824	-0.250
14.826	0.000
14.828	0.000
14.831	0.000
14.833	0.000
14.834	0.000
14.836	0.000
14.838	0.000
14.840	0.000
14.842	0.000
14.843	0.250
14.845	0.250
14.846	0.250
14.848	0.250
14.851	0.250
14.853	0.250
14.855	0.250
14.857	0.250
14.858	0.250
14.861	0.500
14.864	0.500
14.866	0.500
14.868	0.500
14.869	0.500
14.871	0.500
14.872	0.500
14.875	0.500
14.877	0.500
14.879	0.750
14.881	0.750
14.882	0.750
14.884	0.750
14.887	0.750
14.888	0.750
14.890	0.750
14.892	0.750
14.894	0.750
14.896	1.000
14.899	1.000
14.901	1.000
14.903	1.000
14.905	1.000
14.906	1.000
14.909	1.000
14.911	1.000
14.914	1.000
14.916	1.250
14.917	1.250
14.919	1.250
14.921	1.250
14.923	1.250
14.924	1.250
14.926	1.250
14.928	1.250
14.929	1.250
14.931	1.250
14.934	1.500
14.936	1.500
14.938	1.500
14.940	1.500
14.942	1.500
14.944	1.500
14.947	1.500
14.949	1.500
14.950	1.500
14.952	1.500
14.954	1.500
14.957	1.750
14.959	1.750
14.961	1.750
14.962	1.750
14.964	1.750
14.966	1.750
14.968	1.750
14.970	1.750
14.971	1.750
14.973	1.750
14.974	1.750
14.976	2.000
14.979	2.000
14.981	2.000
14.983	2.000
14.985	2.000
14.986	2.000
14.989	2.000
14.991	2.000
14.993	2.000
14.996	2.000
14.997	2.000
14.999	2.000
15.001	2.250
15.003	2.250
15.005	2.250
15.007	2.250
15.008	2.250
15.009	2.250
15.012	2.250
15.014	2.250
15.016	2.250
15.018	2.250
15.020	2.250
15.021	2.250
15.023	2.250
15.025	2.250
15.028	2.250
15.030	2.500
15.032	2.500
15.033	2.500
15.036	2.500
15.038	2.500
15.040	2.500
15.042	2.500
15.044	2.500
15.046	2.500
15.048	2.500
15.050	2.500
15.052	2.500
15.054	2.500
15.055	2.500
15.056	2.500
15.058	2.500
15.061	2.500
15.063	2.500
15.065	2.500
15.067	2.500
15.069	2.500
15.071	2.750
15.074	2.750
15.076	2.750
15.077	2.750
15.079	2.750
15.081	2.750
15.084	2.750
15.086	2.750
15.088	2.750
15.090	2.750
15.091	2.750
15.093	2.750
15.095	2.750
15.097	2.750
15.099	2.750
15.101	2.750
15.103	2.750
15.105	2.750
15.107	2.750
15.109	2.750
15.111	2.750
15.113	2.750
15.115	2.750
15.118	2.750
15.120	2.750
15.122	2.750
15.124	2.750
15.126	2.750
15.129	2.750
15.131	2.750
15.132	2.750
15.133	2.750
15.136	2.750
15.138	2.750
15.140	2.750
15.142	2.750
15.144	2.750
15.147	2.750
15.149	2.750
15.151	2.750
15.153	2.750
15.155	2.750
15.157	2.750
15.160	2.750
15.162	2.750
15.164	2.750
15.166	2.750
15.168	2.750
15.170	2.750
15.173	2.750
15.174	2.750
15.176	2.750
15.177	2.750
15.179	2.750
15.182	2.750
15.184	2.750
15.186	2.750
15.188	2.750
15.190	2.750
15.193	2.750
15.195	2.750
15.197	2.750
15.199	2.750
15.201	2.750
15.203	2.750
15.206	2.750
15.208	2.750
15.209	2.750
15.211	2.500
15.214	2.500
15.215	2.500
15.217	2.500
15.219	2.500
15.220	2.500
15.222	2.500
15.224	2.500
15.227	2.500
15.229	2.500
15.231	2.500
15.233	2.500
15.235	2.500
15.237	2.500
15.240	2.500
15.242	2.500
15.243	2.500
15.245	2.500
15.248	2.500
15.250	2.250
15.252	2.250
15.254	2.250
15.256	2.250
15.257	2.250
15.259	2.250
15.262	2.250
15.264	2.250
15.265	2.250
15.267	2.250
15.269	2.250
15.271	2.250
15.274	2.250
15.275	2.000
15.277	2.000
15.280	2.000
15.282	2.000
15.284	2.000
15.286	2.000
15.288	2.000
15.290	2.000
15.293	2.000
15.295	2.000
15.297	2.000
15.298	2.000
15.299	1.750
15.302	1.750
15.304	1.750
15.307	1.750
15.311	1.750
15.313	1.750
15.316	1.750
15.318	1.750
15.320	1.750
15.322	1.500
15.324	1.500
15.326	1.500
15.328	1.500
15.330	1.500
15.332	1.500
15.334	1.500
15.336	1.500
15.338	1.500
15.340	1.500
15.342	1.250
15.344	1.250
15.346	1.250
15.348	1.250
15.349	1.250
15.351	1.250
15.353	1.250
15.356	1.250
15.358	1.250
15.360	1.250
15.362	1.000
15.364	1.000
15.366	1.000
15.368	1.000
15.370	1.000
15.372	1.000
15.374	1.000
15.377	1.000
15.379	1.000
15.381	0.750
15.382	0.750
15.384	0.750
15.385	0.750
15.388	0.750
15.390	0.750
15.392	0.750
15.394	0.750
15.396	0.750
15.399	0.500
15.401	0.500
15.403	0.500
15.405	0.500
15.407	0.500
15.408	0.500
15.411	0.500
15.413	0.500
15.415	0.250
15.418	0.250
15.419	0.250
15.421	0.250
15.423	0.250
15.425	0.250
15.427	0.250
15.429	0.250
15.430	0.250
15.432	0.000
15.434	0.000
15.437	0.000
15.439	0.000
15.441	0.000
15.443	0.000
15.445	0.000
15.447	0.000
15.450	0.000
15.451	-0.250
15.453	-0.250
15.455	-0.250
15.458	-0.250
15.460	-0.250
15.462	-0.250
15.464	-0.250
15.465	-0.250
15.467	-0.500
15.470	-0.500
15.472	-0.500
15.474	-0.500
15.476	-0.500
15.478	-0.500
15.480	-0.500
15.483	-0.500
15.484	-0.500
15.486	-0.750
15.488	-0.750
15.491	-0.750
15.493	-0.750
15.495	-0.750
15.497	-0.750
15.499	-0.750
15.501	-0.750
15.504	-0.750
15.506	-1.000
15.507	-1.000
15.509	-1.000
15.510	-1.000
15.512	-1.000
15.514	-1.000
15.517	-1.000
15.519	-1.000
15.521	-1.000
15.523	-1.250
15.525	-1.250
15.528	-1.250
15.530	-1.250
15.532	-1.250
15.534	-1.250
15.535	-1.250
15.538	-1.250
15.540	-1.250
15.542	-1.250
15.544	-1.500
15.546	-1.500
15.548	-1.500
15.550	-1.500
15.552	-1.500
15.554	-1.500
15.556	-1.500
15.557	-1.500
15.559	-1.500
15.561	-1.500
15.564	-1.500
15.566	-1.750
15.568	-1.750
15.570	-1.750
15.572	-1.750
15.575	-1.750
15.577	-1.750
15.579	-1.750
15.581	-1.750
15.583	-1.750
15.586	-1.750
15.588	-1.750
15.590	-1.750
15.590	-2.000
15.592	-2.000
15.594	-2.000
15.596	-2.000
15.598	-2.000
15.600	-2.000
15.603	-2.000
15.605	-2.000
15.607	-2.000
15.610	-2.000
15.612	-2.000
15.614	-2.000
15.615	-2.000
15.618	-2.000
15.621	-2.250
15.623	-2.250
15.624	-2.250
15.626	-2.250
15.628	-2.250
15.630	-2.250
15.632	-2.250
15.633	-2.250
15.635	-2.250
15.637	-2.250
15.638	-2.250
15.641	-2.250
15.643	-2.250
15.645	-2.250
15.647	-2.250
15.649	-2.250
15.651	-2.250
15.654	-2.250
15.656	-2.500
15.657	-2.500
15.659	-2.500
15.661	-2.500
15.663	-2.500
15.666	-2.500
15.668	-2.500
15.670	-2.500
15.672	-2.500
15.673	-2.500
15.676	-2.500
15.678	-2.500
15.680	-2.500
15.682	-2.500
15.684	-2.500
15.685	-2.500
15.688	-2.500
15.690	-2.500
15.693	-2.500
15.694	-2.500
15.696	-2.500
15.698	-2.500
15.701	-2.500
15.703	-2.500
15.705	-2.500
15.707	-2.500
15.708	-2.500
15.711	-2.500
15.713	-2.500
15.715	-2.500
15.716	-2.500
15.718	-2.500
15.719	-2.500
15.722	-2.500
15.724	-2.500
15.726	-2.500
15.728	-2.500
15.730	-2.500
15.732	-2.500
15.734	-2.500
15.737	-2.500
15.739	-2.500
15.740	-2.500
15.742	-2.500
15.745	-2.500
15.747	-2.500
15.749	-2.500
15.751	-2.500
15.753	-2.500
15.754	-2.500
15.757	-2.500
15.758	-2.500
15.760	-2.500
15.762	-2.500
15.764	-2.500
15.766	-2.500
15.768	-2.500
15.770	-2.500
15.773	-2.500
15.775	-2.500
15.777	-2.500
15.779	-2.500
15.781	-2.500
15.784	-2.500
15.786	-2.500
15.788	-2.500
15.789	-2.500
15.793	-2.500
15.795	-2.500
15.797	-2.500
15.798	-2.500
15.800	-2.500
15.803	-2.500
15.804	-2.250
15.806	-2.250
15.807	-2.250
15.810	-2.250
15.812	-2.250
15.814	-2.250
15.816	-2.250
15.818	-2.250
15.821	-2.250
15.823	-2.250
15.825	-2.250
15.827	-2.250
15.829	-2.250
15.832	-2.250
15.835	-2.250
15.837	-2.250
15.838	-2.250
15.840	-2.250
15.841	-2.000
15.843	-2.000
15.846	-2.000
15.848	-2.000
15.850	-2.000
15.852	-2.000
15.853	-2.000
15.856	-2.000
15.858	-2.000
15.861	-2.000
15.863	-2.000
15.865	-2.000
15.868	-2.000
15.870	-1.750
15.872	-1.750
15.874	-1.750
15.876	-1.750
15.879	-1.750
15.881	-1.750
15.882	-1.750
15.884	-1.750
15.886	-1.750
15.887	-1.750
15.890	-1.750
15.892	-1.500
15.894	-1.500
15.896	-1.500
15.898	-1.500
15.900	-1.500
15.902	-1.500
15.905	-1.500
15.907	-1.500
15.909	-1.500
15.910	-1.500
15.913	-1.500
15.915	-1.250
15.917	-1.250
15.920	-1.250
15.921	-1.250
15.923	-1.250
15.925	-1.250
15.928	-1.250
15.930	-1.250
15.931	-1.250
15.933	-1.000
15.935	-1.000
15.938	-1.000
15.940	-1.000
15.942	-1.000
15.944	-1.000
15.946	-1.000
15.948	-1.000
15.950	-1.000
15.952	-1.000
15.954	-0.750
15.956	-0.750
15.959	-0.750
15.962	-0.750
15.964	-0.750
15.965	-0.750
15.966	-0.750
15.967	-0.750
15.969	-0.750
15.971	-0.500
15.974	-0.500
15.976	-0.500
15.979	-0.500
15.980	-0.500
15.982	-0.500
15.985	-0.500
15.987	-0.500
15.989	-0.250
15.991	-0.250
15.993	-0.250
15.996	-0.250
15.998	-0.250
16.000	-0.250
16.002	-0.250
16.004	-0.250
16.006	-0.250
16.008	0.000
16.010	0.000
16.012	0.000
16.013	0.000
16.015	0.000
16.017	0.000
16.020	0.000
16.022	0.000
16.024	0.000
16.026	0.250
16.027	0.250
16.029	0.250
16.032	0.250
16.034	0.250
16.036	0.250
16.038	0.250
16.040	0.250
16.042	0.500
16.045	0.500
16.047	0.500
16.048	0.500
16.050	0.500
16.053	0.500
16.055	0.500
16.057	0.500
16.058	0.500
16.060	0.750
16.063	0.750
16.065	0.750
16.067	0.750
16.069	0.750
16.071	0.750
16.073	0.750
16.076	0.750
16.078	0.750
16.080	1.000
16.082	1.000
16.083	1.000
16.086	1.000
16.089	1.000
16.090	1.000
